id,key,value,type 
4162041569,sign,Ferry,waterway
4162993989,amenity,Cafe,regular
4165094897,name,Adnan'In Yeri,regular
4165094897,amenity,Cafe,regular
4165094897,wheelchair,Limited,regular
4165094898,name,Kahvec Igil Tekel,regular
4165094898,amenity,Cafe,regular
4165094899,name,Piano Restaurant Cafe,regular
4165094899,amenity,Cafe,regular
4165094899,wheelchair,Limited,regular
4165094900,name,28 Black,regular
4165094900,shop,Yes,regular
4165094900,wheelchair,Limited,regular
4165094901,name,Gratis,regular
4165094901,shop,Yes,regular
4165094901,wheelchair,Yes,regular
4165094902,name,Turkiye Bankasi,regular
4165094902,amenity,Bank,regular
4165094902,wheelchair,Yes,regular
4165094903,name,Luji Roma Dondurma,regular
4165094903,amenity,Cafe,regular
4165094903,wheelchair,Yes,regular
4165094904,name,Yildiz Tekel,regular
4165094904,shop,Yes,regular
4165094904,wheelchair,Limited,regular
4165094905,name,Kumrucu Doyum,regular
4165094905,amenity,Restaurant,regular
4165094906,name,Adnan'In In Yeri,regular
4165094906,amenity,Restaurant,regular
4165094907,name,Komsufirin,regular
4165094907,shop,Bakery,regular
4165094908,name,HSBL Bank,regular
4165094908,amenity,Bank,regular
4165094908,wheelchair,Limited,regular
4165094909,name,Garanti,regular
4165094909,amenity,Bank,regular
4165094909,wheelchair,Limited,regular
4165094910,name,Namli Hipermarketleri,regular
4165094910,shop,Yes,regular
4165094910,wheelchair,Yes,regular
4165094911,name,Rossmann,regular
4165094911,shop,Yes,regular
4165094911,wheelchair,Yes,regular
4165094912,name,Dereboyu Eczanesi,regular
4165094912,phone,0212 227 00 17,regular
4165094912,amenity,Pharmacy,regular
4165094912,wheelchair,No,regular
4165094913,name,Meshur Bursa Negolkoftelisi,regular
4165094913,amenity,Restaurant,regular
4165094913,wheelchair,No,regular
4165094914,name,Mumin,regular
4165094914,shop,Yes,regular
4165094914,wheelchair,No,regular
4165094915,name,Ortakoy Profiterol,regular
4165094915,amenity,Cafe,regular
4165094915,wheelchair,Limited,regular
4165094916,name,Turkcell,regular
4165094916,shop,Yes,regular
4165094916,wheelchair,Yes,regular
4165094917,name,REV,regular
4165094917,shop,Yes,regular
4165094917,wheelchair,Yes,regular
4165094918,name,Alli Dorek Cafe,regular
4165094918,amenity,Cafe,regular
4165094919,name,Besiktas Belediyesi,regular
4165094919,amenity,Pharmacy,regular
4165094919,wheelchair,No,regular
4165094920,name,Petunya Cicekcilik,regular
4165094920,shop,Florist,regular
4165094920,wheelchair,Limited,regular
4165094921,name,Paklavaci Dedeoglu,regular
4165094921,amenity,Cafe,regular
4165094921,wheelchair,No,regular
4165094922,name,Mesut Et Pazari,regular
4165094922,shop,Butcher,regular
4165094922,wheelchair,Yes,regular
4165094923,name,Misir Pusklwn,regular
4165094923,shop,Yes,regular
4165094923,wheelchair,Yes,regular
4165094924,name,Vegetables Shop,regular
4165094924,shop,Greengrocer,regular
4165094924,wheelchair,Yes,regular
4165094925,name,Odun Ermegi - Kulunkogw,regular
4165094925,shop,Yes,regular
4165094925,wheelchair,Yes,regular
4165094926,name,Eczane Yasemin,regular
4165094926,amenity,Pharmacy,regular
4165094926,wheelchair,No,regular
4165094927,name,Arbi Optik Lens,regular
4165094927,shop,Optician,regular
4165094927,wheelchair,No,regular
4165094928,name,Malatya Pazari,regular
4165094928,shop,Yes,regular
4165094928,wheelchair,Limited,regular
4165094929,name,Ortakoy Aktari,regular
4165094929,shop,Yes,regular
4165094929,wheelchair,Limited,regular
4165094930,name,Konak 62 Tekel Bayi,regular
4165094930,shop,Yes,regular
4165094930,wheelchair,Limited,regular
4165094931,name,Ortakoy Ambalaj,regular
4165094931,shop,Yes,regular
4165094931,wheelchair,Limited,regular
4165094932,name,Shop Of Clothes,regular
4165094932,shop,Yes,regular
4165094932,wheelchair,No,regular
4165094933,name,Nese Kajap,regular
4165094933,shop,Yes,regular
4165094933,wheelchair,Limited,regular
4165094934,name,Vodafone,regular
4165094934,shop,Yes,regular
4165094934,wheelchair,Limited,regular
4165097559,name,Hotel Academia,regular
4165097559,wheelchair,Yes,regular
4165097561,name,Shop Toros Gida Pazari,regular
4165097561,wheelchair,Limited,regular
4165097562,name,Istanbul Cafe,regular
4165097562,amenity,Cafe,regular
4165097562,wheelchair,Limited,regular
4165097563,name,Ozel Tarkmancas Ermeni Llkogretim Okulu,regular
4165097563,wheelchair,No,regular
4165097564,name,Gultekin Furniture Shop,regular
4165097564,shop,Yes,regular
4165097564,wheelchair,Limited,regular
4165097565,name,Best House Rental Of Apartment,regular
4165097565,shop,Yes,regular
4165097565,wheelchair,Limited,regular
4165097566,name,EMLAK RENTAL,regular
4165097566,shop,Yes,regular
4165097566,wheelchair,Limited,regular
4165097567,name,Antique Kocygit,regular
4165097567,shop,Yes,regular
4165097567,wheelchair,Limited,regular
4165097568,name,Gac Tasa Rim,regular
4165097568,shop,Yes,regular
4165097568,wheelchair,Limited,regular
4165097569,name,Pharmacy,regular
4165097569,wheelchair,Yes,regular
4165178570,name,Kitchenette,regular
4165178570,amenity,Cafe,regular
4165178570,wheelchair,Limited,regular
4165178571,name,Cinaralti,regular
4165178571,amenity,Cafe,regular
4165178571,wheelchair,Limited,regular
4165178572,name,Dunya Mutfagi,regular
4165178572,amenity,Cafe,regular
4165178572,wheelchair,Limited,regular
4165178573,name,Destan,regular
4165178573,amenity,Cafe,regular
4165178573,wheelchair,Limited,regular
4165178574,name,Destan Nargile,regular
4165178574,amenity,Cafe,regular
4165178574,wheelchair,No,regular
4165178575,name,1A Cafe,regular
4165178575,amenity,Cafe,regular
4165178575,wheelchair,No,regular
4165178576,name,Gulet,regular
4165178576,amenity,Cafe,regular
4165178576,wheelchair,Limited,regular
4165178577,name,Dervish,regular
4165178577,shop,Supermarket,regular
4165178577,wheelchair,Limited,regular
4165178578,name,Tattoo,regular
4165178578,shop,Supermarket,regular
4165178578,wheelchair,Limited,regular
4165186189,name,Emir Halicilik,regular
4165186189,shop,Supermarket,regular
4165186189,wheelchair,No,regular
4165186190,name,Nobbanolla,regular
4165186190,shop,Supermarket,regular
4165186190,wheelchair,Limited,regular
4165186191,name,Fintex,regular
4165186191,shop,Supermarket,regular
4165186191,wheelchair,No,regular
4165186192,name,Besiktas Store,regular
4165186192,shop,Supermarket,regular
4165186192,wheelchair,Yes,regular
4165186193,name,Turkbuku,regular
4165186193,amenity,Cafe,regular
4165186193,wheelchair,Yes,regular
4165186194,name,Deriden,regular
4165186194,shop,Supermarket,regular
4165186194,wheelchair,No,regular
4165186196,name,Sirri Grand Bazaar,regular
4165186196,shop,Supermarket,regular
4165186196,wheelchair,No,regular
4165186197,name,Ortakoy Silver Center,regular
4165186197,shop,Supermarket,regular
4165186197,wheelchair,No,regular
4165186198,name,Wanasa,regular
4165186198,shop,Supermarket,regular
4165186198,wheelchair,No,regular
4165186199,name,Bodrum,regular
4165186199,shop,Supermarket,regular
4165186199,wheelchair,No,regular
4165186200,name,Dogallik Devri,regular
4165186200,shop,Supermarket,regular
4165186200,wheelchair,Limited,regular
4165186201,name,Bazaar Street,regular
4165186201,shop,Supermarket,regular
4165186201,wheelchair,No,regular
4165198547,name,Ceneviz,regular
4165198547,shop,Supermarket,regular
4165198547,wheelchair,Limited,regular
4165198548,name,Bunuda,regular
4165198548,shop,Supermarket,regular
4165198548,wheelchair,Limited,regular
4165198549,name,Cinaralti Tekel Vizyon,regular
4165198549,shop,Supermarket,regular
4165198549,wheelchair,Yes,regular
4165198550,name,Joyfull,regular
4165198550,amenity,Cafe,regular
4165198550,wheelchair,Limited,regular
4165198551,name,Umut Tekel Shop,regular
4165198551,shop,Supermarket,regular
4165198551,wheelchair,Limited,regular
4165198552,name,Lokka Karaoke,regular
4165198552,amenity,Bar,regular
4165198552,wheelchair,Limited,regular
4165198553,name,Yenigun,regular
4165198553,amenity,Bar,regular
4165198553,wheelchair,Limited,regular
4165198554,name,Nen,regular
4165198554,shop,Supermarket,regular
4165198554,wheelchair,Limited,regular
4165198555,name,Arkheon Meyhanesi,regular
4165198555,amenity,Bar,regular
4165198555,wheelchair,Limited,regular
4165198556,name,Ortakoy 37,regular
4165198556,amenity,Bar,regular
4165198556,wheelchair,No,regular
4165198557,name,Shakespare Ortakoy,regular
4165198557,amenity,Bar,regular
4165198557,wheelchair,No,regular
4165198558,name,Kapadokya Carsi,regular
4165198558,shop,Supermarket,regular
4165198558,wheelchair,Yes,regular
4165199889,name,Hobo,regular
4165199889,amenity,Cafe,regular
4165199889,wheelchair,No,regular
4165199890,name,Cremera Milano,regular
4165199890,amenity,Cafe,regular
4165199890,wheelchair,Limited,regular
4165207588,name,Coco Bongo Beer House,regular
4165207588,amenity,Bar,regular
4165207588,wheelchair,Limited,regular
4165209989,name,Abbas Waffle,regular
4165209989,amenity,Cafe,regular
4165209989,wheelchair,No,regular
4165209990,name,Bay Biraci,regular
4165209990,amenity,Bar,regular
4165209990,wheelchair,No,regular
4165209991,name,Allianz,regular
4165209991,amenity,Bank,regular
4165209991,wheelchair,Limited,regular
4165209992,name,Mado,regular
4165209992,amenity,Cafe,regular
4165209992,wheelchair,Limited,regular
4165211049,name,Ferry,regular
4165211049,leisure,Park,regular
4165211049,wheelchair,Yes,regular
4169818140,name,Beşiktaş,regular
4169818140,highway,Bus_Stop,regular
4169818140,zh,贝西克塔什,name
4169818140,operator,İETT,regular
4169858211,amenity,Taxi,regular
4169858212,name,Kabataş,regular
4169858212,highway,Bus_Stop,regular
4169858212,operator,İETT,regular
4169858213,amenity,Taxi,regular
4169858214,name,Kabataş,regular
4169858214,railway,Subway_Entrance,regular
4169858216,name,Kabataş,regular
4169858216,railway,Subway_Entrance,regular
4169858217,name,Kabataş,regular
4169858217,railway,Subway_Entrance,regular
4170055607,highway,Bus_Stop,regular
4170055608,highway,Bus_Stop,regular
4170055609,highway,Bus_Stop,regular
4173452696,name,Kuzguncuk,regular
4173452696,amenity,Ferry_Terminal,regular
4173452696,network,Boğaz Hattı,regular
4173452696,operator,Şehir Hatları,regular
4189009489,name,Google Dome İstanbul ,regular
4189009489,amenity,School,regular
4189009489,website,Www.Domeistanbul.Com,regular
4189009489,operator,Google ,regular
4189009489,street,Dalgıç Street,addr
4189009489,housenumber,3,addr
4210579697,name,Sinop Mantı,regular
4210579697,amenity,Restaurant,regular
4210579697,cuisine,Turkish,regular
4210579697,website,Www.Sinopmanti.Com,regular
4210579697,street,Sinanpaşa Köprüsü Sokağı,addr
4210579697,opening_hours,24/7,regular
4210579697,housenumber,02122610374,addr
4210746352,name,Altaş Avukatlık Ortaklığı,regular
4210746352,phone,+902122572222,regular
4210746352,office,Lawyer,regular
4210746352,city,İstanbul,addr
4210746352,street,Arnavutköy Kuruçeşme Avenue,addr
4210746352,housenumber,81,addr
4212165895,name,Çaihana Bokkot,regular
4212165895,amenity,Cafe,regular
4212165895,kk,Боккот,name
4212165895,tr,Bokkot,name
4212165895,internet_access,Wlan,regular
4213777682,name,Gayrettepe,regular
4213777682,subway,Yes,regular
4213777682,railway,Proposed,regular
4213777682,proposed,Station,regular
4215117000,name,Minoa,regular
4215117000,amenity,Cafe,regular
4215117000,street,Süleyman Seba Avenue,addr
4215117000,housenumber,52,addr
4225639590,name,"Bosch, Profilo, Siemens Yetkili Servisi",regular
4225639590,shop,Electronics,regular
4225639590,street,Pehlivan Street,addr
4225653390,name,Carrefour Süper,regular
4225653390,shop,Supermarket,regular
4225653390,street,Akıncı Bayırı Street,addr
4225663689,name,Bim,regular
4225663689,shop,Supermarket,regular
4225663689,street,Özbal Street,addr
4225663690,name,Yıldız Bakkal,regular
4225663690,shop,Convenience,regular
4225663690,street,Pehlivan Street,addr
4226634128,name,Doğa Cafa Maçka,regular
4226634128,amenity,Cafe,regular
4228027189,name,St. Paul,regular
4228027189,amenity,Place_Of_Worship,regular
4228027189,website,Www.Stpaul.De,regular
4228027189,street,Büyük Çiftlik Street,addr
4228027189,postcode,34365,addr
4228027189,housenumber,22,addr
4235821691,name,Paşabahçe Mağazaları Zorlu Center,regular
4235821691,shop,Department_Store,regular
4235821691,ar,مول زورلو اسطنبول,name
4235821691,ru,Андер Амор,name
4235841292,name,Paşabahçe Magazaları Trump Avm,regular
4235841292,shop,Department_Store,regular
4235841890,name,Paşabahçe Magazaları Teşvikiye,regular
4235841890,shop,Department_Store,regular
4235858289,name,Paşabahçe Magazaları İstinyepark,regular
4235858289,shop,Department_Store,regular
4265102289,tourism,Guest_House,regular
4265416489,tourism,Hotel,regular
4278331489,name,MM Migros,regular
4278331489,shop,Supermarket,regular
4282213490,name,Kafena,regular
4282213490,amenity,Cafe,regular
4282213490,cuisine,Vegan;Vegetarian;Coffee_Shop,regular
4291283091,name,Ruj,regular
4291283091,shop,Hairdresser,regular
4291283889,name,ALBI EXPRESS,regular
4291283889,shop,Supermarket,regular
4291283889,tr,ALBİ EXPRESS,name
4291283889,street,Tuncay Artun Avenue,addr
4291283889,opening_hours,Mo-Su 08:00-22:00,regular
4291283989,name,Happy Center,regular
4291283989,shop,Supermarket,regular
4291283989,street,Tuncay Artun Avenue,addr
4291283989,opening_hours,Mo-Su 10:00-22:00,regular
4291283990,name,Happy Center,regular
4291283990,shop,Supermarket,regular
4291283990,opening_hours,Mo-Su 10:00-22:00,regular
4291284089,name,Eczane,regular
4291284089,amenity,Pharmacy,regular
4292501693,name,Pasabahce Magazalar Iskule,regular
4292501693,shop,Department_Store,regular
4292502191,name,Pasabahce Magazalar Kanyon Magazasi,regular
4292502191,shop,Department_Store,regular
4316697398,name,Estethica,regular
4316697398,amenity,Doctors,regular
4316720990,name,Fua,regular
4316720990,amenity,Restaurant,regular
4331499730,name,Natuk Birkan Building,regular
4331499730,source,Ibrahim Bodur Conference Hall,regular
4331499730,description,"Microalgal Technologies In Food:Water:Energy Nexus
September 5Th, 2016 ",regular
4335601789,name,Mecidiyeköy Abidesi,regular
4335601789,historic,Monument,regular
4337277795,name,Ottobock TR,regular
4337277795,amenity,Hospital,regular
4337277795,ar,الاوتوبوك,name
4337277795,street,Lati Lokum Street,addr
4356061591,name,FULYADENT DİŞ KLİNİĞİ,regular
4356061591,phone,212 2886655,regular
4356061591,amenity,Dentist,regular
4356061591,tr,FULYADENT DİŞ KLİNİĞİ,name
4356061591,website,Http://Www.Fulyadent.Com,regular
4356061591,street,Ortaklar Avenue,addr
4356061591,postcode,34394,addr
4356061591,opening_hours,Mo-Fr 10:00-19:30; Sa 10:00-15:00,regular
4356061591,housenumber,7,addr
